,id,Beds,Baths,Balconies, Covered Parking,Carpet Area,Developer,Project,Status,Facing,Lifts,Furnished Status,Car parking,Age of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Num of Amenities,Floor,Balcony,Super Built-up Area,Type of Ownership,Authority Approval,Bed,RERA ID,Bath,Floors allowed for construction
168,4d423639353136353431,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
169,4d423637323839313433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
170,4d423731343737343733,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
171,4d423731313434393633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
172,4d423635333232393939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
173,4d423731313538333037,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
174,4d423632303030373137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
175,4d423730303139333931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
176,4d423636343230373937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
177,4d423638313436313031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
178,4d423730333338313133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
179,4d423731333835313933,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
180,4d423638393436393633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
181,4d423731353535353737,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
182,4d423730323634353939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
183,4d423730393331393439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
184,4d423638333930303935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
185,4d423731303535393837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
186,4d423730323137333937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
187,4d423631373431373839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
188,4d423731363434363131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
189,4d423731333630343735,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
190,4d423634313934343337,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
191,4d423730333936313335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
192,4d423731343337333637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
193,4d423636393239373531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
194,4d423731363830393439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
195,4d423731353934323233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
196,4d423638373437363839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
197,4d423637353436373939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
198,4d423730363234393035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
199,4d423730363936363533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
200,4d423638353530313337,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
201,4d423731323230303831,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
202,4d423731303939363439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
203,4d423639373530303135,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
204,4d423638333430363231,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
205,4d423639383739303031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
206,4d423730343230353235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
207,4d423730363331313939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
208,4d423731363235343835,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
209,4d423731343338383439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
210,4d423731343834313637,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
211,4d423637363239373339,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
212,4d423731353337363733,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
213,4d423731363736323137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
214,4d423731343237313431,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
215,4d423631313837373131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
216,4d423731363739333931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
217,4d423731333538343433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
218,4d423731323638303137,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
219,4d423731323431373539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
220,4d423731303939333439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
221,4d423730333733353333,3,3,2,2 ,1081,,,Immediately,,5,Semi-Furnished,2 Covered,5 to 10 years,₹1.7 Lac,₹7.0 LacPay Zero Deposit,"Oberoi Exquisite, Goregaon East, Mumbai, Gokuldham, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Oberoi Mall,Semi-Furnished,"Ceramic Tiles, Marble, Vitrified",Garden/Park,None of these,24 Hours Available,No/Rare Powercut,5,0,15 (Out of 50 Floors),,,,,,,,
222,4d423632363131393437,5,6,3,1 ,3850,Hiranandani Group,Hiranandani Richmond,Immediately,North - East,3,Semi-Furnished,,5 to 10 years,"₹5 Lac | ₹40,000 Monthly Maintenance",₹30.0 LacPay Zero Deposit,"Hiranandani Powai Mumbai, Powai, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Forest club Hiranandani,Semi-Furnished,Vitrified,"Pool, Garden/Park, Main Road","Puja Room, Study, Store, Servant Room",24 Hours Available,No/Rare Powercut,3,20,10 (Out of 24 Floors),,,,,,,,
223,4d423639373638333835,3,3,,1 ,850,Kalpataru Ltd.,Kalpataru Aura,Immediately,East,3,Semi-Furnished,1 Covered,5 to 10 years,"₹72,000",₹2.5 LacPay Zero Deposit,"Ghatkopar West, Mumbai, Ghatkopar West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",close to Ghatkopar metro station and R city mall.,Semi-Furnished,"Ceramic Tiles, Granite, Mosaic, Vitrified, Wooden","Garden/Park, Pool, Main Road",None of these,24 Hours Available,No/Rare Powercut,3,20,Lower Basement (Out of 18 Floors),,,,,,,,
224,4d423731363836383335,2,2,,1 ,985,DB Realty Pvt. Ltd.,DB Woods,Immediately,North - East,6,Unfurnished,,5 to 10 years,"₹90,000",₹3.0 LacPay Zero Deposit,"Oberoi Mall Gokul Dham Film Ciity Road Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Oberoi Mall Gokul Dham Film City Road Goregaon East,Unfurnished,"Vitrified, Wooden","Garden/Park, Pool, Main Road",Store,24 Hours Available,No/Rare Powercut,6,16,6 (Out of 55 Floors),1,,,,,,,
225,4d423638383735323535,4,4,,1 ,1700,,,Immediately,East,2,Semi-Furnished,1 Covered,5 to 10 years,₹1.3 Lac,₹4.0 LacPay Zero Deposit,"Near Shivaji Circle, Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Close to Eastern Freeway,Semi-Furnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,2,0,9 (Out of 13 Floors),,,,,,,,
226,4d423731363331353935,3,3,,,900,,,Immediately,East,2,Semi-Furnished,1 Open,10 to 15 years,₹1.1 Lac,₹3.5 LacPay Zero Deposit,"Parel Sewri, Parel, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Dosti Flamingos,Semi-Furnished,Vitrified,,Store,24 Hours Available,No/Rare Powercut,2,0,5 (Out of 20 Floors),,,,,,,,
227,4d423731353034353333,2,2,,,630,Aditya Projects & Developers,Aditya CHS,Immediately,East,2,Unfurnished,,10 to 15 years,"₹32,000 | ₹100 Monthly Maintenance",₹1.0 LacPay Zero Deposit,"adity chs ltd charkop sector -2, Kandivali West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near charkop police stn  mtn  village road kandivali west,Unfurnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,2,9,6 (Out of 7 Floors),,,,,,,,
228,4d423731343236303839,2,2,,,755,Godrej Properties,Godrej Prime,Immediately,East,,Semi-Furnished,,Less than 5 years,"₹65,000",₹2.5 LacPay Zero Deposit,"Shankar nagar sell Chembur east, Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Semi-Furnished,"Vitrified, Granite","Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,,22,11 (Out of 16 Floors),1,,,,,,,
229,4d423632303339343539,4,4,4,2 ,2200,,The Address Vista,Immediately,East,4,Unfurnished,2 Covered,New Construction,₹2 Lac,₹10.0 LacPay Zero Deposit,"ghatkopar west, Ghatkopar West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",the property is very near to the mall school  station,Unfurnished,Vitrified,Garden/Park,Puja Room,24 Hours Available,No/Rare Powercut,4,0,Upper Basement (Out of 22 Floors),,,Freehold,,,,,
230,4d423731353433343035,4,6,,,,Lodha,Trump Tower,Immediately,East,,Furnished,,Less than 5 years,₹4.3 Lac,₹12.0 LacPay Zero Deposit,"Byculla West, Worli, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Furnished,,Garden/Park,Servant Room,,,,21,13 (Out of 78 Floors),,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹177/sqft,,,,,,
231,4d423731353531373131,2,2,,1 ,649,The Wadhwa Group,Promenade At The Address,Immediately,North - East,4,Semi-Furnished,1 Covered,5 to 10 years,"₹68,000",₹2.0 LacPay Zero Deposit,"LBS Marg, Opp R-City Mall Between Ghatkopar  Vikhroli, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra, Ghatkopar West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","The property close 2 Hiranandani, R city, Metro, Station, Eastern Expr",Semi-Furnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,4,7,12 (Out of 22 Floors),,,,,,,,
232,4d423539393732323531,2,2,,1 ,700,,,Immediately,East,2,Furnished,1 Covered,10 to 15 years,"₹58,000",₹2.5 LacPay Zero Deposit,"Oshiwara., Oshiwara, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Malls, restaurants.",Furnished,Vitrified,"Garden/Park, Main Road",None of these,24 Hours Available,No/Rare Powercut,2,0,5 (Out of 14 Floors),,,,,,,,
233,4d423731363033323133,5,6,2,,,Hiranandani Group,Hiranandani Evita,Immediately,East,,Unfurnished,,10 to 15 years,₹4.6 Lac,₹20.0 LacPay Zero Deposit,"Evita Hiranandani Garden Powai Mumbai, Powai, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near Tivoli Hiranandani Garden next to Delphi,Unfurnished,,"Garden/Park, Pool, Main Road","Puja Room, Study, Store, Servant Room",,,,6,12 (Out of 22 Floors),,4575sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹101/sqft,Freehold,,,,,
234,4d423639353436303433,3,3,,2 ,1397,Oberoi Realty Ltd.,Oberoi Maxima,Immediately,North - East,3,Semi-Furnished,2 Covered,New Construction,₹1.6 Lac,₹5.0 LacPay Zero Deposit,"Andheri East, Mumbai, Andheri East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",besides oberoi splendor and opp. majas bus depot.,Semi-Furnished,"Vitrified, Marble, Granite, Marbonite","Pool, Garden/Park",None of these,24 Hours Available,No/Rare Powercut,3,5,,1,,Freehold,,,51800001281,,
235,4d423639383535323937,3,3,,1 ,1200,Lakshachandi Realty,Lakshachandi Apartments,Immediately,East,2,Semi-Furnished,"1 Covered, 2 Open",10 to 15 years,"₹85,000 | ₹1 Monthly Maintenance",₹3.0 LacPay Zero Deposit,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Gagan mall,Db woods,Kirshna vatika Mandir",Semi-Furnished,Vitrified,Pool,Puja Room,24 Hours Available,No/Rare Powercut,2,14,6 (Out of 19 Floors),,,,,,,,
236,4d423730323136383339,3,2,,,1050,,,Immediately,North,2,Furnished,1 Open,15 to 20 years,"₹85,000 | ₹5,000 Monthly Maintenance",₹3.0 LacPay Zero Deposit,"SV Patel Road, SV Patel Nagar, Andheri West, Mumbai - 400053, SV Patel Nagar Andheri West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Versova Telephone Exchange,Furnished,Ceramic Tiles,"Main Road, Garden/Park",None of these,24 Hours Available,No/Rare Powercut,2,0,7 (Out of 11 Floors),,,,,,,,
237,4d423731363238303135,2,2,,,620,The Jain Group,Usha Garden,Immediately,East,2,Semi-Furnished,1 Open,10 to 15 years,"₹55,000 | ₹10 Monthly Maintenance",₹2.5 LacPay Zero Deposit,"Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near Chincholi signal,Semi-Furnished,Vitrified,,None of these,24 Hours Available,No/Rare Powercut,2,10,4 (Out of 7 Floors),,,,,,,,
238,4d423731313831303837,2,2,,1 ,570,Godrej Properties,Godrej RKS,Immediately,North - East,2,Semi-Furnished,1 Covered,New Construction,"₹75,000",₹2.0 LacPay Zero Deposit,"Godrej RKS  Sion  Trombay Rd Dreamland Society Borla Union Park Chembur Mumbai Maharashtra 400071, Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Croma Showroom,Semi-Furnished,"Mosaic, Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",None of these,24 Hours Available,No/Rare Powercut,2,23,,,,,Developer,,,,
239,4d423638353832303635,3,4,2,2 ,1500,Lokhandwala Infrastructure,Lokhandwala Minerva,Immediately,South -West,5,Unfurnished,,New Construction,₹2.2 Lac,₹6.6 LacPay Zero Deposit,"Minerva, Mahalakshmi, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","School, Hospital, Atms, Market, Mall, Etc.",Unfurnished,Marble,"Garden/Park, Pool, Main Road",Store,24 Hours Available,No/Rare Powercut,5,28,38 (Out of 91 Floors),,,,,,,,
240,4d423637333031383831,3,3,,2 ,1140,Cooperative Group Housing Society,diamond garden,Immediately,North - East,2,Semi-Furnished,,New Construction,"₹1.1 Lac | ₹11,400 Monthly Maintenance",₹5.5 LacPay Zero Deposit,"Near Diamond garden, Chembur, Mumbai, Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Walking Distance to Upcoming Metro Station and Mumbais Largest Dmart,Semi-Furnished,"Granite, Marbonite, Normal Tiles/Kotah Stone","Garden/Park, Main Road",Servant Room,24 Hours Available,No/Rare Powercut,2,18,7 (Out of 14 Floors),1,,,,,,,
241,4d423638333930393837,3,3,,2 ,1848,Kalpataru Ltd.,Kalpataru Avana,Immediately,East,5,Semi-Furnished,,New Construction,₹3.9 Lac | ₹1 Monthly Maintenance,₹20.0 LacPay Zero Deposit,"Parel, Mumbai, Parel, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Near Parel ITC, 5 mins walking to JBCN INTERNATIONAL  GLOBAL HOSPITAL",Semi-Furnished,"Marble, Wooden",Garden/Park,"Study, Servant Room",24 Hours Available,No/Rare Powercut,5,7,10 (Out of 40 Floors),1,,,,,,,
242,4d423731353930353631,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
243,4d423635373033363333,3,4,,,1350,Lodha,Trump Tower,Immediately,East,,Unfurnished,,Less than 5 years,₹2.6 Lac,₹10.0 LacPay Zero Deposit,"Parel, Mumbai, Worli, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",next to ITC Hotel,Unfurnished,Marble,"Garden/Park, Pool","Puja Room, Servant Room",,,,21,26 (Out of 72 Floors),,,Co-operative Society,,,,,
244,4d423730343033363333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
245,4d423730323638343039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
246,4d423731323631323139,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
247,4d423730343933323039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
248,4d423730343839303239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
249,4d423731343738363739,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
250,4d423638313735383933,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
251,4d423730353737343933,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
252,4d423639343632303135,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
253,4d423731353036373939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
254,4d423731353438343937,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
255,4d423730333937373635,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
256,4d423731363439313131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
257,4d423731363837363037,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
258,4d423731343835363633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
259,4d423730383932313831,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
260,4d423731323131323931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
261,4d423731323130303439,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
262,4d423731333134333937,2,2,,1 ,630,Hiranandani Group,Hiranandani Castle Rock,Immediately,North - East,4,Semi-Furnished,1 Covered,Less than 5 years,₹1.5 Lac | ₹12 Per sq. Unit Monthly Maintenance,₹5.0 LacPay Zero Deposit,"Powai, Mumbai, Powai, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","CASTLE ROCK, Hiranandani Gardens, Powai,",Semi-Furnished,Vitrified,"Garden/Park, Pool, Main Road",None of these,24 Hours Available,No/Rare Powercut,4,20,5 (Out of 20 Floors),,,,,,,,
263,4d423730373635303831,2,2,,1 ,819,Runwal Developers,Runwal Bliss,Immediately,North,3,Semi-Furnished,1 Covered,New Construction,"₹60,000 | ₹8,000 Monthly Maintenance",₹2.0 LacPay Zero Deposit,"Crompton Greaves Compound, Maharashtra, Kanjurmarg East, Mumbai, Maharashtra, Kanjurmarg East, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",via Eastern Express Highway Mumbai Agra National Highway,Semi-Furnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,3,42,4 (Out of 50 Floors),,,,,,,,
264,4d423630393034363333,2,2,,2 ,1190,,,Immediately,East,2,Unfurnished,2 Covered,10 to 15 years,₹2.5 Lac | ₹1 Monthly Maintenance,₹7.5 LacPay Zero Deposit,"Breach Candy Apartment, Breach Candy Mumbai, Breach Candy, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",opposite prem sons,Unfurnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,2,0,,1,,,,,,,
265,4d423637323432383437,4,5,,2 ,2500,Bombay Realty,Island City Center One ICC,Immediately,East,10,Semi-Furnished,2 Covered,Less than 5 years,₹3.3 Lac,₹10.0 LacPay Zero Deposit,"Bombay Realty Island City Center One G D Ambekar Rd Dadar East Mumbai Maharashtra 400014, Dadar East, Mumbai - South Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Wadala Telephone Exchange.,Semi-Furnished,"Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",Servant Room,24 Hours Available,No/Rare Powercut,10,20,,,,,Developer,,,,
266,4d423338373838303337,4,4,3,1 ,1780,Cooperative Group Housing Society,diamond garden,Immediately,East,2,Semi-Furnished,,New Construction,"₹1.3 Lac | ₹11,000 Monthly Maintenance",₹10.0 LacPay Zero Deposit,"Chembur., Chembur, Mumbai - Harbour Line, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Chembur gymkhana / st; anthony's church.,Semi-Furnished,"Marbonite, Vitrified",Main Road,"Puja Room, Servant Room",24 Hours Available,No/Rare Powercut,2,18,2 (Out of 12 Floors),,,,,,,,
267,4d423638393737363235,3,3,3,2 ,1081,,,Immediately,East,4,Semi-Furnished,2 Covered,5 to 10 years,₹1.5 Lac,₹5.0 LacPay Zero Deposit,"Goregaon East, Mumbai., Goregaon East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Oberoi business park  mall, oberoi international school  film city.",Semi-Furnished,Marble,"Garden/Park, Pool, Main Road",None of these,24 Hours Available,No/Rare Powercut,4,0,6 (Out of 51 Floors),,,,,,,,
268,4d423634343432313233,3,2,,1 ,780,Neptune Group,Neptune Living Point,Immediately,North - East,2,Unfurnished,"1 Covered, 1 Open",5 to 10 years,"₹50,000",₹1.5 LacPay Zero Deposit,"bhandup west, Bhandup West, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near Metro Shopping Mall,Unfurnished,Vitrified,Main Road,"Puja Room, Study, Store, Servant Room",24 Hours Available,No/Rare Powercut,2,26,,1,,,City Municipal Corporation,,,,
269,4d423630373935373837,4,4,2,,2500,,Palli Hill,Immediately,East,,Semi-Furnished,1 Open,New Construction,₹7 Lac,₹15.0 LacPay Zero Deposit,"Pali Hill, Bandra West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",near Pali hill,Semi-Furnished,Vitrified,"Pool, Garden/Park, Main Road","Study, Store",24 Hours Available,No/Rare Powercut,1,0,3 (Out of 7 Floors),,,,,,,,
270,4d423730333934303539,3,3,,1 ,1005,Amardeep Constructions,Amardeep Anutham ,Immediately,East,2,Unfurnished,1 Covered,New Construction,"₹75,000 | ₹15,000 Monthly Maintenance",₹3.0 LacPay Zero Deposit,"Mulund East, Mumbai, Mulund East, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","90 Feet Road,Mulund East",Unfurnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,2,33,18 (Out of 23 Floors),1,,,,,,,
271,4d423731343430393439,2,2,,1 ,660,,,Immediately,East,2,Unfurnished,1 Covered,New Construction,"₹45,000",₹2.0 LacPay Zero Deposit,"Kandivali West, Mumbai, Kandivali West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","This Property is Close to Charkop Sector 3, kandivali West.",Unfurnished,Ceramic Tiles,Main Road,None of these,24 Hours Available,No/Rare Powercut,2,0,12 (Out of 22 Floors),,,,,,,,
272,4d423731303734333835,,,,,415,Sheth Creators,Sheth Vasant Utsav,Immediately,North,,Semi-Furnished,,15 to 20 years,"₹30,000",₹1.0 LacPay Zero Deposit,"Kandivali East, Mumbai, Kandivali East, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Nearby Western Express Highway.,Semi-Furnished,"Ceramic Tiles, Vitrified","Garden/Park, Pool",None of these,24 Hours Available,No/Rare Powercut,1,24,4 (Out of 7 Floors),,,,,1,,1,
273,4d423731363037363937,2,3,,,,Transcon Developers and Sheth Creators,Auris Serenity,Immediately,North - East,,Unfurnished,,Less than 5 years,"₹75,000 | ₹100 One-Time Maintenance",₹3.0 LacPay Zero Deposit,"Malad West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Thakur Village,Unfurnished,,"Garden/Park, Pool, Main Road",Store,,,,38,17 (Out of 58 Floors),,807sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹93/sqft,Co-operative Society,,,,,
274,4d423637353430363135,2,2,2,2 ,750,Rustomjee,Rustomjee Elanza,Immediately,East,4,Semi-Furnished,2 Covered,Less than 5 years,"₹75,000",₹2.0 LacPay Zero Deposit,"Beside Inorbit Mall, Link Road, Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Besides Inorbit mall,Semi-Furnished,Vitrified,Garden/Park,None of these,24 Hours Available,No/Rare Powercut,4,13,32 (Out of 36 Floors),,,,,,,,
275,4d423730363135333339,2,2,,,672,Gurukrupa Realcon,Gurukrupa Jayantam,Immediately,East,2,Semi-Furnished,,New Construction,"₹50,000",₹2.0 LacPay Zero Deposit,"Ghatkopar East, Mumbai, Ghatkopar East, Mumbai - Central Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Nearest Railway Station  Market Ghatkopar Bus Depo,Semi-Furnished,"Granite, Vitrified",Main Road,None of these,24 Hours Available,No/Rare Powercut,2,0,5 (Out of 13 Floors),1,,,,,,,
276,4d423731303633373531,2,2,3,1 ,555,Man Realty,Man Opus,Immediately,North - East,3,Unfurnished,"1 Covered, 1 Open",Less than 5 years,"₹20,000 | ₹1 Monthly Maintenance","₹80,000Pay Zero Deposit","Man opus., Mira Road, Mumbai - Mira Road and Beyond, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Westren express highway opp, amar place.",Unfurnished,Vitrified,"Garden/Park, Main Road",None of these,24 Hours Available,No/Rare Powercut,3,15,19 (Out of 22 Floors),,,,,,,,
